season,date,home_team,away_team,result,ll_market,ll_dc,ll_e1a,gap_dc,gap_e1a,gap_rps_dc,favourite_p,favourite_bin,matchweek,matchweek_bucket,promoted_detail,market_pick,favourite_correct
2024-2025,2024-09-28,Everton,Crystal Palace,H,1.0540439691882333,1.460236461619677,1.0561306478243386,0.40619249243144373,0.0020866786361053435,0.13314289620739367,0.36193029490616618,0.00-0.40,6,MW 1-6,neither promoted,A,favourite did not
2025-2026,2025-12-20,Leeds United,Crystal Palace,H,1.1066099857533873,1.2050224219785219,1.0216150262923764,0.098412436225134625,-0.084994959461010877,0.052372491351328654,0.36211134274844459,0.00-0.40,17,MW 7-19,home promoted,A,favourite did not
2024-2025,2024-12-29,Everton,Nottingham,A,1.1066099857533873,1.0167626169258568,1.1187253484716384,-0.089847368827530527,0.012115362718251088,-0.051623116965397259,0.36211134274844459,0.00-0.40,19,MW 7-19,neither promoted,H,favourite did not
2023-2024,2023-08-19,Fulham,Brentford,A,1.0156511399775028,1.035636635835663,0.93290731581591368,0.019985495858160229,-0.082743824161589097,0.022299630593404673,0.36216653193209375,0.00-0.40,2,MW 1-6,neither promoted,A,favourite delivered
2022-2023,2023-02-24,Fulham,Wolves,D,1.2118181035935103,1.4008939316348159,1.3075993295052304,0.18907582804130563,0.095781225911720114,0.077483291426682394,0.3621665319320938,0.00-0.40,25,MW 20-31,home promoted,H,favourite did not
2022-2023,2023-01-14,Nottingham,Leicester City,H,1.0156511399775026,1.6187117948864265,1.243653475452752,0.60306065490892391,0.2280023354752494,0.20465180517472992,0.3621665319320938,0.00-0.40,20,MW 20-31,home promoted,H,favourite delivered
2022-2023,2022-11-06,Chelsea,Arsenal,A,1.0141693538838206,1.0142660222223645,0.79786204521469173,9.6668338543937082e-05,-0.21630730866912884,0.0044493284392766452,0.36270358306188921,0.00-0.40,15,MW 7-19,neither promoted,A,favourite delivered
2022-2023,2023-03-11,Everton,Brentford,H,1.0135203950177392,1.5599101036407075,0.7789239029510201,0.54638970862296832,-0.23459649206671906,0.20723538508817402,0.36293903916027453,0.00-0.40,27,MW 20-31,neither promoted,H,favourite delivered
2022-2023,2022-11-05,Nottingham,Brentford,D,1.2131994640830233,1.2323757443943062,1.3012330474791429,0.019176280311282934,0.088033583396119663,0.02032736287194313,0.36304700162074549,0.00-0.40,15,MW 7-19,home promoted,H,favourite did not
2025-2026,2025-12-22,Fulham,Nottingham,H,1.012812298864777,0.71572872502606155,0.79319610515153482,-0.29708357383871542,-0.21961619371324215,-0.097011676021891646,0.36319612590799033,0.00-0.40,17,MW 7-19,neither promoted,H,favourite delivered
2024-2025,2024-10-26,Everton,Fulham,D,1.2810638295391978,1.2201823138108132,1.2565052317213099,-0.060881515728384628,-0.024558597817887939,-0.0043059267253779121,0.36320064987814782,0.00-0.40,9,MW 7-19,neither promoted,H,favourite did not
2025-2026,2026-01-03,Wolves,West Ham,H,1.0127998429445186,1.2431789197574687,0.9323769064337003,0.23037907681295011,-0.080422936510818333,0.074090013631699592,0.36320064987814782,0.00-0.40,20,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2024-04-20,Sheffield United,Burnley,A,1.0242722441067553,0.93698917458139241,1.0093004655398685,-0.087283069525362911,-0.014971778566886806,-0.024663381045844035,0.36320064987814782,0.00-0.40,34,MW 32-38,both promoted,H,favourite did not
2024-2025,2024-11-10,Nottingham,Newcastle,A,1.0119069560573033,1.1235035743054147,1.3825923047743378,0.1115966182481114,0.37068534871703451,0.034146646502749123,0.36352509179926557,0.00-0.40,11,MW 7-19,neither promoted,A,favourite delivered
2022-2023,2023-04-04,Leicester City,Aston Villa,A,1.0107290720417386,1.0020686424191225,1.0488215039393922,-0.0086604296226160393,0.038092431897653656,0.016802730013835476,0.36395353447250534,0.00-0.40,7,MW 7-19,neither promoted,A,favourite delivered
2022-2023,2022-09-04,Manchester Utd,Arsenal,H,1.0090001299784224,1.2730699527213942,1.3150068612044179,0.26406982274297186,0.30600673122599553,0.095333306796073936,0.36458333333333337,0.00-0.40,6,MW 1-6,neither promoted,H,favourite delivered
2023-2024,2023-10-03,Luton Town,Burnley,A,1.008500639961339,1.1440294321089923,0.91655825912800948,0.13552879214765334,-0.091942380833329507,0.068833171491644973,0.36476548455630003,0.00-0.40,2,MW 1-6,both promoted,A,favourite delivered
2025-2026,2026-01-04,Leeds United,Manchester Utd,D,1.2159882410703473,1.4256422742025816,1.3548790477537471,0.2096540331322343,0.13889080668339981,0.022283544824375306,0.3648208469055374,0.00-0.40,20,MW 20-31,home promoted,A,favourite did not
2025-2026,2025-10-05,Everton,Crystal Palace,H,1.0083488762921027,1.1755151732672082,1.2225396498387147,0.16716629697510554,0.21419077354661198,0.042799401664348313,0.3648208469055374,0.00-0.40,7,MW 7-19,neither promoted,H,favourite delivered
2022-2023,2022-08-20,Fulham,Brentford,H,1.0083077152965403,0.70123730493157277,0.62446840233248169,-0.30707041036496752,-0.3838393129640586,-0.11239116425206983,0.36483586360384701,0.00-0.40,3,MW 1-6,home promoted,H,favourite delivered
2022-2023,2023-02-05,Nottingham,Leeds United,H,1.0616113322531413,1.0779053400864931,0.90318655866600273,0.016294007833351776,-0.15842477358713858,0.0080916162888958754,0.3658536585365853,0.00-0.40,22,MW 20-31,home promoted,A,favourite did not
2023-2024,2024-01-21,Sheffield United,West Ham,D,1.2439328890470958,1.5811110780635544,1.4266661880592673,0.33717818901645868,0.1827332990121715,0.087592782907837036,0.3658536585365853,0.00-0.40,21,MW 20-31,home promoted,A,favourite did not
2022-2023,2022-09-16,Nottingham,Fulham,A,1.0055218656020979,0.25788927529612843,0.49756675842693904,-0.74763259030596951,-0.5079551071751589,-0.23265163610763961,0.3658536585365853,0.00-0.40,8,MW 7-19,both promoted,A,favourite delivered
2024-2025,2024-11-09,Brentford,Bournemouth,H,1.0048327130998378,0.96492710815236771,0.93948282467718114,-0.039905604947470086,-0.065349888422656655,-0.0063688320838464207,0.36610587439844089,0.00-0.40,11,MW 7-19,neither promoted,H,favourite delivered
2024-2025,2024-11-03,Manchester Utd,Chelsea,D,1.3020842365677694,1.417263763489629,1.4788688012082805,0.11517952692185962,0.17678456464051107,0.024964021273527232,0.36610587439844089,0.00-0.40,10,MW 7-19,neither promoted,A,favourite did not
2023-2024,2023-08-12,Bournemouth,West Ham,D,1.3020842365677694,1.4163078676787788,1.4908634832750882,0.11422363111100942,0.18877924670731883,0.013965440145593061,0.36610587439844089,0.00-0.40,1,MW 1-6,neither promoted,A,favourite did not
2024-2025,2024-11-30,Wolves,Bournemouth,A,1.0048327130998378,0.98171607052723575,1.0150625437295409,-0.023116642572602042,0.010229830629703063,-0.0010273477287356392,0.36610587439844089,0.00-0.40,13,MW 7-19,neither promoted,A,favourite delivered
2022-2023,2023-05-21,West Ham,Leeds United,H,1.0048327130998378,0.53699153069277705,0.78353412697404101,-0.46784118240706074,-0.22129858612579678,-0.15423335195206345,0.36610587439844089,0.00-0.40,37,MW 32-38,neither promoted,H,favourite delivered
2024-2025,2024-09-15,Tottenham,Arsenal,A,1.0034473415994987,0.42289840663851402,0.7915059982092344,-0.5805489349609847,-0.21194134339026427,-0.1946971735532354,0.36661341853035145,0.00-0.40,4,MW 1-6,neither promoted,A,favourite delivered
2023-2024,2024-04-02,Nottingham,Fulham,H,1.0411876695823457,1.2150121430719467,0.97616528262080382,0.17382447348960106,-0.065022386961541834,0.065617724548020784,0.36661341853035145,0.00-0.40,31,MW 20-31,neither promoted,A,favourite did not
2022-2023,2022-10-19,Bournemouth,Southampton,A,1.0776631710696836,1.305713327868143,0.78102199251297133,0.22805015679845941,-0.29664117855671224,0.073425304655749202,0.36708728751694653,0.00-0.40,12,MW 7-19,home promoted,H,favourite did not
2025-2026,2026-03-04,Newcastle,Manchester Utd,H,1.0014485402144619,1.0755505096036337,1.1824542855326134,0.074101969389171796,0.1810057453181515,0.030670608977751534,0.36734693877551022,0.00-0.40,29,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2026-03-04,Aston Villa,Chelsea,A,1.0004780997524549,1.1333307006274382,1.0912331341419921,0.1328526008749833,0.090755034389537137,0.034302462760476826,0.36770360013981135,0.00-0.40,29,MW 20-31,neither promoted,A,favourite delivered
2024-2025,2025-04-19,Brentford,Brighton,H,1.0161233920103867,0.71779620665002875,1.1829989611215612,-0.29832718536035796,0.16687556911117452,-0.1003725546540899,0.36909349016426696,0.00-0.40,33,MW 32-38,neither promoted,A,favourite did not
2022-2023,2023-01-21,Southampton,Aston Villa,A,1.1057979483289839,0.75635559963822507,1.0519867819860127,-0.34944234869075885,-0.053811166342971228,-0.11733138261701043,0.36913285600636431,0.00-0.40,21,MW 20-31,neither promoted,H,favourite did not
2024-2025,2024-09-28,Nottingham,Fulham,A,1.1225692723526457,1.004860466324176,1.3219279543851801,-0.11770880602846967,0.19935868203253437,-0.036570311245992471,0.37011115685467272,0.00-0.40,6,MW 1-6,neither promoted,H,favourite did not
2025-2026,2026-01-24,Fulham,Brighton,H,0.99325177301028345,0.92869496824857933,1.0501000047628135,-0.064556804761704112,0.056848231752530065,-0.023386911469242905,0.37037037037037035,0.00-0.40,23,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2026-05-10,Crystal Palace,Everton,D,1.2510808823123833,1.1413962753273008,1.1935080468810511,-0.10968460698508253,-0.057572835431332292,-0.010092448713475283,0.37037037037037035,0.00-0.40,36,MW 32-38,neither promoted,A,favourite did not
2022-2023,2023-03-04,Southampton,Leicester City,H,1.0687593255184287,1.4873359822485737,0.88337327991973047,0.41857665673014499,-0.1853860455986982,0.16424007668441726,0.37037037037037035,0.00-0.40,26,MW 20-31,neither promoted,A,favourite did not
2024-2025,2025-01-18,West Ham,Crystal Palace,A,0.99325177301028345,0.7944256416368991,0.73461025793337142,-0.19882613137338434,-0.25864151507691202,-0.07115250580369914,0.37037037037037035,0.00-0.40,22,MW 20-31,neither promoted,A,favourite delivered
2022-2023,2023-05-13,Southampton,Fulham,A,0.99256753068131298,0.64197399479989548,1.3762951116394044,-0.35059353588141751,0.38372758095809145,-0.1183015104017042,0.37062388017635339,0.00-0.40,36,MW 32-38,away promoted,A,favourite delivered
2024-2025,2025-05-10,Bournemouth,Aston Villa,A,1.0234580177006516,1.0450885598680542,1.0556715839784556,0.021630542167402567,0.032213566277804029,0.0097971168717528867,0.37062388017635339,0.00-0.40,36,MW 32-38,neither promoted,H,favourite did not
2023-2024,2024-02-10,Fulham,Bournemouth,H,0.99256753068131298,0.69986155636890157,0.77770765378936824,-0.29270597431241141,-0.21485987689194475,-0.10151137079340697,0.37062388017635339,0.00-0.40,24,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2025-10-20,West Ham,Brentford,A,0.99152052353260456,0.70076092744405361,0.96123643590205066,-0.29075959608855095,-0.030284087630553902,-0.090561928317173801,0.37101212924268673,0.00-0.40,8,MW 7-19,neither promoted,A,favourite delivered
2025-2026,2026-05-15,Aston Villa,Liverpool,H,1.0483504538872215,1.0907458394683855,1.0497933558007218,0.042395385581164069,0.0014429019135002719,0.020705510737591859,0.37113402061855671,0.00-0.40,37,MW 32-38,neither promoted,A,favourite did not
2024-2025,2024-08-25,Bournemouth,Newcastle,D,1.3340480049494532,1.5063022402921524,1.4992028002100826,0.17225423534269924,0.16515479526062937,0.024829173870432902,0.3718712753277712,0.00-0.40,2,MW 1-6,neither promoted,H,favourite did not
2024-2025,2024-12-05,Fulham,Brighton,H,0.98920751865772372,1.0321903225069029,0.79420593188657407,0.042982803849179185,-0.19500158677114965,0.0066812888530992098,0.3718712753277712,0.00-0.40,14,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2025-11-30,Chelsea,Arsenal,D,1.2137289792713009,1.2092437915357286,1.2468605939547839,-0.0044851877355722714,0.033131614683483024,0.0033565487618200107,0.37281553398058254,0.00-0.40,13,MW 7-19,neither promoted,A,favourite did not
2022-2023,2022-12-31,Bournemouth,Crystal Palace,A,0.98667152863595453,1.0507612503318593,1.1627568468766809,0.064089721695904767,0.17608531824072637,0.026805605667531596,0.37281553398058254,0.00-0.40,18,MW 7-19,home promoted,A,favourite delivered
2024-2025,2024-08-18,Brentford,Crystal Palace,H,1.1083684636134745,1.1143866962988842,0.99935992487988634,0.0060182326854096857,-0.10900853873358818,0.022644817095143266,0.37281553398058254,0.00-0.40,1,MW 1-6,neither promoted,A,favourite did not
2025-2026,2026-04-12,Sunderland,Tottenham,H,1.1130097795832983,0.77684356322570114,1.0043343778846729,-0.33616621635759714,-0.10867540169862533,-0.12223447574669408,0.37366619689953695,0.00-0.40,32,MW 32-38,home promoted,A,favourite did not
2025-2026,2025-12-28,Sunderland,Leeds United,D,1.2114498523965509,1.3650525528170898,1.3115725005692354,0.15360270042053892,0.10012264817268446,0.034059743110591512,0.37366619689953695,0.00-0.40,18,MW 7-19,both promoted,A,favourite did not
2024-2025,2025-04-20,Manchester Utd,Wolves,A,1.0403657892566425,1.0751880401287379,1.1488050713152604,0.03482225087209545,0.10843928205861797,0.018704917058706194,0.37410926365795727,0.00-0.40,33,MW 32-38,neither promoted,H,favourite did not
2024-2025,2024-12-30,Manchester Utd,Newcastle,A,0.98320737541669356,0.71305349396220408,1.2246812658084774,-0.27015388145448949,0.2414738903917838,-0.098713922588824887,0.37410926365795727,0.00-0.40,19,MW 7-19,neither promoted,A,favourite delivered
2023-2024,2024-01-14,Everton,Aston Villa,D,1.2998769847417271,1.4290953039136873,1.4516555086867948,0.12921831917196025,0.15177852394506774,0.019687094843651942,0.37410926365795727,0.00-0.40,21,MW 20-31,neither promoted,H,favourite did not
2022-2023,2023-03-05,Nottingham,Everton,D,1.1455634688852008,1.1543042910522845,1.2953052168971555,0.0087408221670837172,0.14974174801195472,0.0070440631857342645,0.37417018708509359,0.00-0.40,26,MW 20-31,home promoted,A,favourite did not
2024-2025,2025-04-19,Aston Villa,Newcastle,H,0.98206289924161605,1.2205918709837789,0.84653604499979584,0.23852897174216281,-0.1355268542418202,0.10403119370183694,0.37453766789955228,0.00-0.40,33,MW 32-38,neither promoted,H,favourite delivered
2022-2023,2023-04-27,Southampton,Bournemouth,A,1.0924394295610287,1.1148379092046918,1.4719806002851985,0.022398479643663149,0.37954117072416982,0.016821242753341903,0.37564499484004132,0.00-0.40,33,MW 32-38,away promoted,H,favourite did not
2023-2024,2024-03-02,Fulham,Brighton,H,0.97859461521030988,0.96581885794414002,1.2517340996982029,-0.012775757266169863,0.27313948448789305,0.0095265237738588193,0.37583892617449666,0.00-0.40,27,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2023-09-02,Brighton,Newcastle,H,0.9775343571148738,1.1074054727551836,0.67537862184330544,0.12987111564030984,-0.30215573527156836,0.068737003865420643,0.37623762376237618,0.00-0.40,4,MW 1-6,neither promoted,H,favourite delivered
2022-2023,2022-10-08,Brighton,Tottenham,A,1.088051670617487,1.0016355128935168,1.0048920104089745,-0.086416157723970155,-0.083159660208512509,-0.029783653386203479,0.37729685585953449,0.00-0.40,10,MW 7-19,neither promoted,H,favourite did not
2024-2025,2025-01-19,Everton,Tottenham,H,0.97472298531048363,1.6836680765583845,1.3135336936213922,0.70894509124790084,0.33881070831090854,0.21346630216526047,0.37729685585953449,0.00-0.40,22,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2025-09-20,Manchester Utd,Chelsea,H,0.99325177301028345,1.5885901207365742,1.0082461932934481,0.5953383477262908,0.014994420283164667,0.20558481833783626,0.37777777777777771,0.00-0.40,5,MW 1-6,neither promoted,A,favourite did not
2023-2024,2023-11-26,Tottenham,Aston Villa,A,0.9734491457141039,0.86911002778426827,1.0143917267821012,-0.10433911792983563,0.040942581067997308,-0.021055100392769505,0.37777777777777771,0.00-0.40,13,MW 7-19,neither promoted,A,favourite delivered
2023-2024,2023-08-13,Brentford,Tottenham,D,1.3373197692983367,1.6357618930655966,1.5580037557005637,0.29844212376725987,0.22068398640222697,0.054854495100765038,0.37806972008145995,0.00-0.40,1,MW 1-6,neither promoted,H,favourite did not
2023-2024,2023-11-25,Newcastle,Chelsea,H,1.0233697700259454,0.46427726596946461,0.60258219968834537,-0.55909250405648081,-0.42078757033760006,-0.19083574592201624,0.37806972008145995,0.00-0.40,13,MW 7-19,neither promoted,A,favourite did not
2025-2026,2026-01-26,Everton,Leeds United,D,1.2188953894038146,1.1699816031547376,1.174423476760641,-0.04891378624907694,-0.044471912643173628,-0.00031030409356763711,0.37831227068895229,0.00-0.40,23,MW 20-31,away promoted,H,favourite did not
2025-2026,2025-09-21,Bournemouth,Newcastle,D,1.2188953894038146,1.2942238808564872,1.4223518293308695,0.075328491452672619,0.20345643992705487,0.0070440181181563033,0.37831227068895229,0.00-0.40,5,MW 1-6,neither promoted,H,favourite did not
2022-2023,2023-04-08,Fulham,West Ham,A,0.97203531147228872,1.6081925204229324,1.1942490643574879,0.63615720895064365,0.22221375288519918,0.23549931390091389,0.37831227068895229,0.00-0.40,30,MW 20-31,home promoted,A,favourite delivered
2022-2023,2023-04-09,Liverpool,Arsenal,D,1.3073313173130894,1.5170791541948558,1.5206101858336434,0.20974783688176646,0.213278868520554,0.019346521524957139,0.37875751503006011,0.00-0.40,30,MW 20-31,neither promoted,A,favourite did not
2022-2023,2023-04-08,Tottenham,Brighton,H,1.0478201218280048,0.7348822051684859,1.0916577958508795,-0.31293791665951887,0.043837674022874751,-0.098415627017799295,0.37875751503006011,0.00-0.40,30,MW 20-31,neither promoted,A,favourite did not
2024-2025,2025-04-19,Crystal Palace,Bournemouth,D,1.3073313173130894,1.4076358284689054,1.4806423176747734,0.10030451115581607,0.17331100036168401,0.01227805127036069,0.37875751503006011,0.00-0.40,33,MW 32-38,neither promoted,H,favourite did not
2024-2025,2025-04-05,Crystal Palace,Brighton,H,0.97085908069187632,0.8173834542911943,0.93326713922112592,-0.15347562640068202,-0.037591941470750401,-0.048630127935508999,0.37875751503006011,0.00-0.40,31,MW 20-31,neither promoted,H,favourite delivered
2025-2026,2025-10-18,Sunderland,Wolves,H,0.97069745408131924,0.75770932616890263,1.2999898066230071,-0.21298812791241661,0.32929235254168787,-0.076833651366726291,0.37881873727087578,0.00-0.40,8,MW 7-19,home promoted,H,favourite delivered
2025-2026,2026-02-22,Sunderland,Fulham,A,0.96975048122132546,1.1983217959578789,1.0738368645380996,0.22857131473655345,0.10408638331677411,0.062960640854702876,0.3791776382418473,0.00-0.40,27,MW 20-31,home promoted,A,favourite delivered
2025-2026,2025-12-26,Manchester Utd,Newcastle,H,0.96972310893357527,0.8719697252088201,0.68883967891128628,-0.097753383724755172,-0.28088343002228899,-0.027882334367789696,0.37918801734331892,0.00-0.40,18,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2026-05-24,Fulham,Newcastle,H,0.96972310893357527,1.064251872939147,1.0631387342016716,0.094528764005571753,0.093415625268096325,0.020130301838236164,0.37918801734331892,0.00-0.40,38,MW 32-38,neither promoted,H,favourite delivered
2023-2024,2023-12-30,Wolves,Everton,H,1.1158979249551353,0.87501507503074427,1.021184824567497,-0.24088284992439102,-0.094713100387638249,-0.070164086824125005,0.38004032258064518,0.00-0.40,20,MW 20-31,neither promoted,A,favourite did not
2022-2023,2023-04-01,Bournemouth,Fulham,H,0.96747791983686193,1.2999825361633444,0.99850433713205278,0.33250461632648243,0.031026417295190845,0.13327772773791449,0.38004032258064518,0.00-0.40,29,MW 20-31,both promoted,H,favourite delivered
2022-2023,2022-09-18,Everton,West Ham,H,1.1158979249551353,1.1642048969910908,1.0952061420762196,0.048306972035955464,-0.02069178287891571,-0.0010282032574803202,0.38004032258064518,0.00-0.40,8,MW 7-19,neither promoted,A,favourite did not
2022-2023,2022-10-09,Arsenal,Liverpool,H,0.96630115244881643,1.0945642476400752,1.0202832640224153,0.12826309519125878,0.05398211157359889,0.048240909363141182,0.38048780487804879,0.00-0.40,10,MW 7-19,neither promoted,H,favourite delivered
2022-2023,2022-08-21,West Ham,Brighton,A,1.0796093415424943,1.1019574781139527,0.89325676554321831,0.022348136571458399,-0.18635257599927602,-0.0056574031861264529,0.38049560351718625,0.00-0.40,3,MW 1-6,neither promoted,H,favourite did not
2024-2025,2024-11-10,Chelsea,Arsenal,D,1.2737653559834516,1.3717041598817143,1.3069558526734619,0.097938803898262705,0.033190496690010285,0.011385563777320001,0.38049560351718625,0.00-0.40,11,MW 7-19,neither promoted,A,favourite did not
2025-2026,2025-11-09,Brentford,Newcastle,H,1.0796093415424943,0.83183741135160372,0.7627946454876825,-0.24777193019089061,-0.31681469605481183,-0.081205687680418637,0.38049560351718625,0.00-0.40,11,MW 7-19,neither promoted,A,favourite did not
2025-2026,2025-10-04,Leeds United,Tottenham,A,0.96628065623549109,0.91889400699160817,1.320384920697891,-0.047386649243882917,0.35410426446239995,-0.011922355476408769,0.38049560351718625,0.00-0.40,7,MW 7-19,home promoted,A,favourite delivered
2025-2026,2025-12-06,Tottenham,Brentford,H,0.96532136736854057,0.92269429806861258,1.1607063259265715,-0.042627069299927989,0.19538495855803095,0.0064002995761574533,0.38086078384226973,0.00-0.40,15,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2026-03-03,Bournemouth,Brentford,D,1.3279587841069271,1.3602548320683545,1.3410532776366424,0.032296047961427377,0.013094493529715256,0.002972215084667662,0.38162544169611307,0.00-0.40,29,MW 20-31,neither promoted,H,favourite did not
2024-2025,2024-12-21,Brentford,Nottingham,A,1.0402767116551463,1.2184051436237791,0.96096100168031617,0.17812843196863271,-0.079315709974830173,0.06920490873354268,0.38162544169611307,0.00-0.40,17,MW 7-19,neither promoted,H,favourite did not
2023-2024,2024-04-06,Wolves,West Ham,A,0.96331567051901801,1.1805602165562361,1.3999260821142718,0.2172445460372181,0.43661041159525382,0.077747109132426995,0.38162544169611307,0.00-0.40,32,MW 32-38,neither promoted,A,favourite delivered
2023-2024,2023-12-28,Brighton,Tottenham,H,0.96211918454925882,0.86950879464384589,0.63350307433960285,-0.092610389905412926,-0.32861611020965598,-0.013356153309969504,0.38208232445520585,0.00-0.40,19,MW 7-19,neither promoted,H,favourite delivered
2022-2023,2023-05-28,Chelsea,Newcastle,D,1.3675842926574233,1.4145852573512443,1.4584561833258534,0.047000964693820979,0.090871890668430044,0.027892348191966759,0.38208232445520585,0.00-0.40,38,MW 32-38,neither promoted,A,favourite did not
2022-2023,2023-02-11,Southampton,Wolves,A,0.96110474766394771,0.94895934579239727,1.3244742736581132,-0.012145401871550443,0.3633695259941655,-0.006480491892053325,0.38247011952191234,0.00-0.40,23,MW 20-31,neither promoted,A,favourite delivered
2022-2023,2023-02-25,Everton,Aston Villa,A,1.1434263044579025,0.90739243012891624,0.90845011694832023,-0.23603387432898626,-0.23497618750958227,-0.078881106328207051,0.38247011952191234,0.00-0.40,25,MW 20-31,neither promoted,H,favourite did not
2022-2023,2022-08-28,Wolves,Newcastle,D,1.2375681866875965,1.1384432412921976,1.3088128963980059,-0.099124945395398845,0.071244709710409415,-0.010036220896083983,0.38481167704399299,0.00-0.40,4,MW 1-6,neither promoted,H,favourite did not
2025-2026,2025-08-16,Aston Villa,Newcastle,D,1.2815005782627249,1.4108348216658355,1.4152746201083628,0.12933424340311062,0.1337740418456379,0.012429243768710713,0.38526912181303113,0.00-0.40,1,MW 1-6,neither promoted,H,favourite did not
2024-2025,2024-10-19,Fulham,Aston Villa,A,1.0873445638217674,1.1171636234612825,1.4234356310750715,0.029819059639515144,0.33609106725330418,0.014787742625781586,0.38526912181303113,0.00-0.40,8,MW 7-19,neither promoted,H,favourite did not
2022-2023,2023-02-18,Newcastle,Liverpool,A,1.0873445638217674,1.6034890987943491,1.2078005292666958,0.51614453497258173,0.12045596544492843,0.15827264753428888,0.38526912181303113,0.00-0.40,24,MW 20-31,neither promoted,H,favourite did not
2023-2024,2023-11-04,Everton,Brighton,D,1.2815005782627249,1.6001692512180552,1.5891575132415581,0.3186686729553303,0.30765693497883317,0.045289452391712504,0.38526912181303113,0.00-0.40,11,MW 7-19,neither promoted,A,favourite did not
2025-2026,2025-08-24,Everton,Brighton,H,1.1145635471282711,1.0162984966953259,1.2703682904162938,-0.0982650504329452,0.15580474328802274,-0.029900747658236193,0.38563603164942173,0.00-0.40,2,MW 1-6,neither promoted,A,favourite did not
2025-2026,2026-03-05,Tottenham,Crystal Palace,A,1.1145635471282709,1.1383817127579643,1.2074451308019623,0.023818165629693411,0.09288158367369137,0.0041389427178918359,0.38563603164942178,0.00-0.40,29,MW 20-31,neither promoted,H,favourite did not
2024-2025,2024-09-21,Crystal Palace,Manchester Utd,D,1.3086837584149666,1.364073431339025,1.3438057474361338,0.055389672924058386,0.035121989021167144,0.0069056538183299154,0.38596491228070173,0.00-0.40,5,MW 1-6,neither promoted,A,favourite did not
2023-2024,2023-12-06,Manchester Utd,Chelsea,H,1.0675217015980785,0.80235520795163484,0.80017097001196813,-0.26516649364644362,-0.26735073158611034,-0.089478536932254632,0.38596491228070173,0.00-0.40,15,MW 7-19,neither promoted,A,favourite did not
2024-2025,2024-09-01,Newcastle,Tottenham,H,0.95126762271188425,0.7352121880253365,1.0491450409264971,-0.21605543468654775,0.097877418214612821,-0.076337254668986443,0.38625109233906202,0.00-0.40,3,MW 1-6,neither promoted,H,favourite delivered
2023-2024,2024-05-03,Luton Town,Everton,D,1.3357168863763629,1.30983645503931,1.3765863622802024,-0.025880431337052867,0.040869475903839492,-0.0026962061965873363,0.38640429338103754,0.00-0.40,36,MW 32-38,home promoted,A,favourite did not
2025-2026,2026-05-02,Newcastle,Brighton,H,1.0480348139245821,1.2145787360085349,0.99484502177633072,0.16654392208395286,-0.053189792148251369,0.050809821824966128,0.38640429338103754,0.00-0.40,35,MW 32-38,neither promoted,A,favourite did not
2025-2026,2026-05-09,Fulham,Bournemouth,A,0.95087106547093425,0.98110878123454159,0.94805492470280028,0.030237715763607342,-0.0028161407681339679,0.0019932291073817276,0.38640429338103754,0.00-0.40,36,MW 32-38,neither promoted,A,favourite delivered
2023-2024,2023-09-30,Aston Villa,Brighton,H,0.95087106547093403,0.84128030575849766,1.1883767049463174,-0.10959075971243637,0.23750563947538339,-0.018933923649284423,0.3864042933810376,0.00-0.40,7,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2023-10-08,Arsenal,Manchester City,H,1.119218954787325,1.1058999615681551,1.0802355584597907,-0.013318993219169961,-0.038983396327534336,0.026623576520418413,0.3865105008077544,0.00-0.40,8,MW 7-19,neither promoted,A,favourite did not
2023-2024,2023-12-23,Liverpool,Arsenal,D,1.3753516469642608,1.4900919248640465,1.4648122744220566,0.11474027789978569,0.089460627457795816,0.019987242536984612,0.38686331810069224,0.00-0.40,18,MW 7-19,neither promoted,H,favourite did not
2022-2023,2022-08-20,Crystal Palace,Aston Villa,H,0.94867724757330862,0.83667663021362515,0.85693905644732993,-0.11200061735968347,-0.091738191125978696,-0.041656443838572338,0.3872529245663574,0.00-0.40,3,MW 1-6,neither promoted,H,favourite delivered
2022-2023,2022-10-22,Everton,Crystal Palace,H,0.94867724757330862,1.2582460310729338,1.3526031720898437,0.30956878349962513,0.40392592451653508,0.083712494332802645,0.3872529245663574,0.00-0.40,13,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2025-09-27,Leeds United,Bournemouth,D,1.2157400328223538,1.1715363540977666,1.1876863318833097,-0.044203678724587192,-0.028053700939044024,0.0022911178241452473,0.3872529245663574,0.00-0.40,6,MW 1-6,home promoted,A,favourite did not
2025-2026,2025-09-20,Wolves,Leeds United,A,0.94803943018873538,2.2003039219020639,1.3198723000356603,1.2522644917133285,0.37183286984692487,0.34402857625593519,0.38750000000000001,0.00-0.40,5,MW 1-6,away promoted,A,favourite delivered
